iter_index,time,Tl_207,Pb_207,Pb_211,Bi_211,Bi_215,Po_211,Po_215,At_219,Rn_219,Fr_223,Ra_223,Ac_227,Th_227,Th_231,Pa_231,U_235
5170,5.17,3.09857,5313.48,20.0435,1.24584,3.74315e-06,1.3841e-05,3.78368e-06,3.21315e-07,0.00841285,0.120901,2098,0,0,0,0,0
5180,5.18,3.07003,5313.75,19.8666,1.2347,3.67301e-06,1.37172e-05,3.78359e-06,3.15297e-07,0.00841265,0.118637,2097.95,0,0,0,0,0
5190,5.19,3.04181,5314.02,19.6917,1.22368,3.60419e-06,1.35947e-05,3.7835e-06,3.09393e-07,0.00841245,0.116415,2097.9,0,0,0,0,0
5200,5.2,3.01392,5314.28,19.5189,1.21279,3.53666e-06,1.34737e-05,3.78341e-06,3.036e-07,0.00841224,0.114235,2097.85,0,0,0,0,0
5210,5.21,2.98634,5314.54,19.348,1.20202,3.47039e-06,1.33541e-05,3.78332e-06,2.97915e-07,0.00841204,0.112096,2097.8,0,0,0,0,0
5220,5.22,2.95908,5314.8,19.1791,1.19138,3.40538e-06,1.32359e-05,3.78322e-06,2.92336e-07,0.00841183,0.109997,2097.75,0,0,0,0,0
5230,5.23,2.93213,5315.06,19.0121,1.18086,3.34158e-06,1.3119e-05,3.78313e-06,2.86862e-07,0.00841163,0.107937,2097.7,0,0,0,0,0
5240,5.24,2.9055,5315.31,18.8471,1.17045,3.27897e-06,1.30034e-05,3.78304e-06,2.8149e-07,0.00841143,0.105916,2097.65,0,0,0,0,0
5250,5.25,2.87916,5315.57,18.6839,1.16017,3.21753e-06,1.28891e-05,3.78295e-06,2.76219e-07,0.00841122,0.103933,2097.6,0,0,0,0,0
5260,5.26,2.85313,5315.82,18.5226,1.15001,3.15724e-06,1.27762e-05,3.78285e-06,2.71045e-07,0.00841102,0.101986,2097.55,0,0,0,0,0
5270,5.27,2.82739,5316.07,18.3631,1.13996,3.09809e-06,1.26646e-05,3.78276e-06,2.6597e-07,0.00841081,0.100076,2097.5,0,0,0,0,0
5280,5.28,2.80195,5316.31,18.2054,1.13003,3.04005e-06,1.25542e-05,3.78267e-06,2.60989e-07,0.00841061,0.098202,2097.44,0,0,0,0,0
5290,5.29,2.77681,5316.56,18.0496,1.12021,2.98309e-06,1.24451e-05,3.78258e-06,2.56101e-07,0.0084104,0.096363,2097.39,0,0,0,0,0
5300,5.3,2.75195,5316.8,17.8955,1.1105,2.92721e-06,1.23373e-05,3.78248e-06,2.51305e-07,0.0084102,0.0945584,2097.34,0,0,0,0,0
5310,5.31,2.72737,5317.04,17.7433,1.1009,2.87237e-06,1.22306e-05,3.78239e-06,2.46599e-07,0.00840999,0.0927877,2097.29,0,0,0,0,0
5320,5.32,2.70307,5317.27,17.5927,1.09142,2.81856e-06,1.21252e-05,3.7823e-06,2.41981e-07,0.00840979,0.0910501,2097.24,0,0,0,0,0
5330,5.33,2.67906,5317.51,17.4439,1.08204,2.76576e-06,1.20211e-05,3.78221e-06,2.3745e-07,0.00840958,0.0893452,2097.19,0,0,0,0,0
5340,5.34,2.65532,5317.74,17.2968,1.07277,2.71396e-06,1.19181e-05,3.78211e-06,2.33004e-07,0.00840937,0.0876722,2097.14,0,0,0,0,0
5350,5.35,2.63185,5317.97,17.1513,1.0636,2.66312e-06,1.18162e-05,3.78202e-06,2.28641e-07,0.00840917,0.0860306,2097.09,0,0,0,0,0
5360,5.36,2.60865,5318.2,17.0076,1.05454,2.61324e-06,1.17156e-05,3.78193e-06,2.2436e-07,0.00840896,0.0844196,2097.03,0,0,0,0,0
5370,5.37,2.58571,5318.43,16.8654,1.04559,2.56429e-06,1.16161e-05,3.78184e-06,2.20158e-07,0.00840876,0.0828388,2096.98,0,0,0,0,0
5380,5.38,2.56304,5318.65,16.7249,1.03674,2.51625e-06,1.15177e-05,3.78174e-06,2.16035e-07,0.00840855,0.0812874,2096.93,0,0,0,0,0
5390,5.39,2.54062,5318.88,16.586,1.02798,2.46911e-06,1.14205e-05,3.78165e-06,2.11989e-07,0.00840834,0.0797649,2096.88,0,0,0,0,0
5400,5.4,2.51847,5319.1,16.4487,1.01933,2.42286e-06,1.13244e-05,3.78156e-06,2.08019e-07,0.00840814,0.0782712,2096.83,0,0,0,0,0
5410,5.41,2.49656,5319.32,16.313,1.01078,2.37747e-06,1.12293e-05,3.78146e-06,2.04124e-07,0.00840793,0.0768054,2096.78,0,0,0,0,0
5420,5.42,2.47491,5319.54,16.1788,1.00232,2.33294e-06,1.11354e-05,3.78137e-06,2.00301e-07,0.00840772,0.0753671,2096.72,0,0,0,0,0
5430,5.43,2.45351,5319.75,16.0462,0.993966,2.28924e-06,1.10425e-05,3.78128e-06,1.9655e-07,0.00840752,0.0739557,2096.67,0,0,0,0,0
5440,5.44,2.43235,5319.96,15.9151,0.985704,2.24636e-06,1.09508e-05,3.78118e-06,1.92869e-07,0.00840731,0.0725708,2096.62,0,0,0,0,0
5450,5.45,2.41143,5320.18,15.7854,0.977536,2.20428e-06,1.086e-05,3.78109e-06,1.89258e-07,0.0084071,0.0712118,2096.57,0,0,0,0,0
5460,5.46,2.39075,5320.39,15.6573,0.969462,2.16299e-06,1.07703e-05,3.781e-06,1.85714e-07,0.0084069,0.0698783,2096.52,0,0,0,0,0
5470,5.47,2.37031,5320.59,15.5306,0.96148,2.12248e-06,1.06816e-05,3.7809e-06,1.82236e-07,0.00840669,0.0685699,2096.47,0,0,0,0,0
5480,5.48,2.3501,5320.8,15.4054,0.95359,2.08273e-06,1.0594e-05,3.78081e-06,1.78824e-07,0.00840648,0.0672859,2096.42,0,0,0,0,0
5490,5.49,2.33013,5321,15.2816,0.945789,2.04373e-06,1.05073e-05,3.78072e-06,1.75475e-07,0.00840627,0.066026,2096.36,0,0,0,0,0
5500,5.5,2.31038,5321.21,15.1592,0.938078,2.00545e-06,1.04216e-05,3.78062e-06,1.7219e-07,0.00840607,0.0647896,2096.31,0,0,0,0,0
5510,5.51,2.29086,5321.41,15.0383,0.930456,1.96788e-06,1.03369e-05,3.78053e-06,1.68965e-07,0.00840586,0.0635763,2096.26,0,0,0,0,0
5520,5.52,2.27156,5321.61,14.9187,0.92292,1.93102e-06,1.02532e-05,3.78044e-06,1.658e-07,0.00840565,0.0623855,2096.21,0,0,0,0,0
5530,5.53,2.25248,5321.81,14.8004,0.915471,1.89485e-06,1.01704e-05,3.78034e-06,1.62695e-07,0.00840544,0.0612172,2096.16,0,0,0,0,0
5540,5.54,2.23362,5322,14.6836,0.908106,1.85936e-06,1.00886e-05,3.78025e-06,1.59649e-07,0.00840524,0.0600708,2096.1,0,0,0,0,0
5550,5.55,2.21498,5322.2,14.568,0.900827,1.82453e-06,1.00077e-05,3.78016e-06,1.56659e-07,0.00840503,0.0589459,2096.05,0,0,0,0,0
5560,5.56,2.19655,5322.39,14.4538,0.89363,1.79036e-06,9.92779e-06,3.78006e-06,1.53725e-07,0.00840482,0.057842,2096,0,0,0,0,0
5570,5.57,2.17833,5322.58,14.3409,0.886516,1.75683e-06,9.84875e-06,3.77997e-06,1.50846e-07,0.00840461,0.0567588,2095.95,0,0,0,0,0
5580,5.58,2.16032,5322.77,14.2293,0.879484,1.72392e-06,9.77061e-06,3.77987e-06,1.48022e-07,0.0084044,0.0556959,2095.9,0,0,0,0,0
5590,5.59,2.14252,5322.96,14.119,0.872531,1.69164e-06,9.69337e-06,3.77978e-06,1.4525e-07,0.0084042,0.054653,2095.85,0,0,0,0,0
5600,5.6,2.12492,5323.14,14.0099,0.865659,1.65996e-06,9.61702e-06,3.77969e-06,1.4253e-07,0.00840399,0.0536296,2095.79,0,0,0,0,0
5610,5.61,2.10752,5323.33,13.9021,0.858865,1.62887e-06,9.54154e-06,3.77959e-06,1.39861e-07,0.00840378,0.0526254,2095.74,0,0,0,0,0
5620,5.62,2.09032,5323.51,13.7955,0.852149,1.59837e-06,9.46692e-06,3.7795e-06,1.37242e-07,0.00840357,0.05164,2095.69,0,0,0,0,0
5630,5.63,2.07332,5323.69,13.6901,0.84551,1.56843e-06,9.39315e-06,3.77941e-06,1.34672e-07,0.00840336,0.050673,2095.64,0,0,0,0,0
5640,5.64,2.05651,5323.88,13.586,0.838946,1.53906e-06,9.32023e-06,3.77931e-06,1.3215e-07,0.00840315,0.0497241,2095.59,0,0,0,0,0
5650,5.65,2.03989,5324.05,13.483,0.832458,1.51023e-06,9.24814e-06,3.77922e-06,1.29676e-07,0.00840294,0.0487929,2095.53,0,0,0,0,0
5660,5.66,2.02347,5324.23,13.3812,0.826043,1.48194e-06,9.17688e-06,3.77912e-06,1.27247e-07,0.00840274,0.047879,2095.48,0,0,0,0,0
5670,5.67,2.00723,5324.41,13.2806,0.819703,1.45419e-06,9.10643e-06,3.77903e-06,1.24864e-07,0.00840253,0.0469824,2095.43,0,0,0,0,0
5680,5.68,1.99118,5324.58,13.1811,0.813435,1.42695e-06,9.03679e-06,3.77894e-06,1.22526e-07,0.00840232,0.0461026,2095.38,0,0,0,0,0
5690,5.69,1.97531,5324.76,13.0828,0.807238,1.40023e-06,8.96794e-06,3.77884e-06,1.20231e-07,0.00840211,0.0452392,2095.33,0,0,0,0,0
5700,5.7,1.95962,5324.93,12.9855,0.801113,1.374e-06,8.89989e-06,3.77875e-06,1.17979e-07,0.0084019,0.044392,2095.27,0,0,0,0,0
5710,5.71,1.94411,5325.1,12.8894,0.795057,1.34827e-06,8.83261e-06,3.77865e-06,1.1577e-07,0.00840169,0.0435607,2095.22,0,0,0,0,0
5720,5.72,1.92878,5325.27,12.7944,0.789071,1.32302e-06,8.7661e-06,3.77856e-06,1.13602e-07,0.00840148,0.042745,2095.17,0,0,0,0,0
5730,5.73,1.91363,5325.44,12.7005,0.783153,1.29824e-06,8.70036e-06,3.77847e-06,1.11475e-07,0.00840127,0.0419445,2095.12,0,0,0,0,0
5740,5.74,1.89865,5325.6,12.6077,0.777304,1.27393e-06,8.63536e-06,3.77837e-06,1.09388e-07,0.00840106,0.0411591,2095.06,0,0,0,0,0
5750,5.75,1.88384,5325.77,12.5159,0.771521,1.25008e-06,8.57111e-06,3.77828e-06,1.07339e-07,0.00840086,0.0403885,2095.01,0,0,0,0,0
5760,5.76,1.8692,5325.93,12.4252,0.765804,1.22667e-06,8.5076e-06,3.77818e-06,1.05329e-07,0.00840065,0.0396322,2094.96,0,0,0,0,0
5770,5.77,1.85473,5326.09,12.3355,0.760153,1.2037e-06,8.44481e-06,3.77809e-06,1.03357e-07,0.00840044,0.0388901,2094.91,0,0,0,0,0
5780,5.78,1.84042,5326.26,12.2468,0.754566,1.18115e-06,8.38274e-06,3.77799e-06,1.01422e-07,0.00840023,0.0381618,2094.86,0,0,0,0,0
5790,5.79,1.82628,5326.42,12.1592,0.749043,1.15903e-06,8.32138e-06,3.7779e-06,9.95222e-08,0.00840002,0.0374471,2094.8,0,0,0,0,0
5800,5.8,1.81229,5326.58,12.0725,0.743583,1.13732e-06,8.26071e-06,3.77781e-06,9.76581e-08,0.00839981,0.0367457,2094.75,0,0,0,0,0
5810,5.81,1.79847,5326.73,11.9869,0.738186,1.11602e-06,8.20075e-06,3.77771e-06,9.58293e-08,0.0083996,0.0360576,2094.7,0,0,0,0,0
5820,5.82,1.78481,5326.89,11.9022,0.73285,1.09512e-06,8.14147e-06,3.77762e-06,9.40347e-08,0.00839939,0.0353824,2094.65,0,0,0,0,0
5830,5.83,1.7713,5327.05,11.8185,0.727576,1.07461e-06,8.08287e-06,3.77752e-06,9.22737e-08,0.00839918,0.0347198,2094.59,0,0,0,0,0
5840,5.84,1.75795,5327.2,11.7357,0.722361,1.05449e-06,8.02494e-06,3.77743e-06,9.05457e-08,0.00839897,0.0340696,2094.54,0,0,0,0,0
5850,5.85,1.74475,5327.35,11.6539,0.717207,1.03474e-06,7.96767e-06,3.77733e-06,8.88501e-08,0.00839876,0.0334315,2094.49,0,0,0,0,0
5860,5.86,1.7317,5327.5,11.5731,0.712111,1.01536e-06,7.91106e-06,3.77724e-06,8.71863e-08,0.00839855,0.0328055,2094.44,0,0,0,0,0
5870,5.87,1.7188,5327.66,11.4931,0.707074,9.96345e-07,7.85509e-06,3.77715e-06,8.55537e-08,0.00839834,0.0321912,2094.39,0,0,0,0,0
5880,5.88,1.70605,5327.8,11.4141,0.702095,9.77688e-07,7.79977e-06,3.77705e-06,8.39517e-08,0.00839813,0.0315884,2094.33,0,0,0,0,0
5890,5.89,1.69345,5327.95,11.336,0.697172,9.5938e-07,7.74508e-06,3.77696e-06,8.23797e-08,0.00839792,0.0309969,2094.28,0,0,0,0,0
5900,5.9,1.68098,5328.1,11.2587,0.692306,9.41416e-07,7.69101e-06,3.77686e-06,8.08372e-08,0.00839771,0.0304165,2094.23,0,0,0,0,0
5910,5.91,1.66867,5328.25,11.1824,0.687495,9.23787e-07,7.63757e-06,3.77677e-06,7.93236e-08,0.0083975,0.029847,2094.18,0,0,0,0,0
5920,5.92,1.65649,5328.39,11.1069,0.68274,9.06488e-07,7.58473e-06,3.77667e-06,7.78382e-08,0.00839729,0.0292881,2094.12,0,0,0,0,0
5930,5.93,1.64445,5328.54,11.0323,0.678039,8.89511e-07,7.5325e-06,3.77658e-06,7.63805e-08,0.00839708,0.0287396,2094.07,0,0,0,0,0
5940,5.94,1.63255,5328.68,10.9585,0.673391,8.72849e-07,7.48086e-06,3.77648e-06,7.49498e-08,0.00839687,0.0282013,2094.02,0,0,0,0,0
5950,5.95,1.62078,5328.82,10.8856,0.668796,8.56502e-07,7.42981e-06,3.77639e-06,7.35462e-08,0.00839666,0.0276732,2093.97,0,0,0,0,0
5960,5.96,1.60915,5328.96,10.8135,0.664255,8.40462e-07,7.37935e-06,3.7763e-06,7.21689e-08,0.00839645,0.0271549,2093.91,0,0,0,0,0
5970,5.97,1.59765,5329.1,10.7423,0.659765,8.24722e-07,7.32947e-06,3.7762e-06,7.08174e-08,0.00839624,0.0266464,2093.86,0,0,0,0,0
5980,5.98,1.58629,5329.24,10.6718,0.655326,8.09277e-07,7.28016e-06,3.77611e-06,6.94912e-08,0.00839603,0.0261474,2093.81,0,0,0,0,0
5990,5.99,1.57505,5329.38,10.6022,0.650938,7.94121e-07,7.23141e-06,3.77601e-06,6.81898e-08,0.00839582,0.0256577,2093.76,0,0,0,0,0
6000,6,1.56395,5329.52,10.5334,0.646601,7.79249e-07,7.18322e-06,3.77592e-06,6.69129e-08,0.00839561,0.0251772,2093.7,0,0,0,0,0
6010,6.01,1.55297,5329.65,10.4653,0.642313,7.64657e-07,7.13558e-06,3.77582e-06,6.56599e-08,0.0083954,0.0247058,2093.65,0,0,0,0,0
6020,6.02,1.54211,5329.79,10.398,0.638074,7.50338e-07,7.08848e-06,3.77573e-06,6.44304e-08,0.00839519,0.0242432,2093.6,0,0,0,0,0
6030,6.03,1.53138,5329.92,10.3315,0.633884,7.36288e-07,7.04193e-06,3.77563e-06,6.32239e-08,0.00839498,0.0237892,2093.55,0,0,0,0,0
6040,6.04,1.52077,5330.06,10.2658,0.629742,7.22501e-07,6.9959e-06,3.77554e-06,6.20401e-08,0.00839477,0.0233438,2093.49,0,0,0,0,0
6050,6.05,1.51029,5330.19,10.2008,0.625646,7.08972e-07,6.95041e-06,3.77544e-06,6.08785e-08,0.00839456,0.0229067,2093.44,0,0,0,0,0
6060,6.06,1.49992,5330.32,10.1365,0.621598,6.95697e-07,6.90543e-06,3.77535e-06,5.97385e-08,0.00839435,0.0224778,2093.39,0,0,0,0,0
6070,6.07,1.48967,5330.45,10.073,0.617596,6.82669e-07,6.86097e-06,3.77525e-06,5.86199e-08,0.00839414,0.0220568,2093.34,0,0,0,0,0
6080,6.08,1.47954,5330.58,10.0102,0.61364,6.69883e-07,6.81701e-06,3.77516e-06,5.7522e-08,0.00839393,0.0216438,2093.28,0,0,0,0,0
6090,6.09,1.46953,5330.71,9.94816,0.609729,6.57335e-07,6.77355e-06,3.77506e-06,5.64445e-08,0.00839372,0.0212383,2093.23,0,0,0,0,0
6100,6.1,1.45963,5330.84,9.88679,0.605862,6.45025e-07,6.7306e-06,3.77497e-06,5.53876e-08,0.00839351,0.0208406,2093.18,0,0,0,0,0
6110,6.11,1.44984,5330.97,9.82613,0.60204,6.32946e-07,6.68813e-06,3.77488e-06,5.43503e-08,0.0083933,0.0204503,2093.13,0,0,0,0,0
6120,6.12,1.44016,5331.09,9.76617,0.598262,6.21092e-07,6.64615e-06,3.77478e-06,5.33325e-08,0.00839309,0.0200674,2093.07,0,0,0,0,0
6130,6.13,1.4306,5331.22,9.70688,0.594527,6.0946e-07,6.60465e-06,3.77469e-06,5.23337e-08,0.00839288,0.0196916,2093.02,0,0,0,0,0
6140,6.14,1.42114,5331.34,9.64828,0.590834,5.98047e-07,6.56363e-06,3.77459e-06,5.13537e-08,0.00839267,0.0193228,2092.97,0,0,0,0,0
6150,6.15,1.4118,5331.47,9.59035,0.587184,5.86847e-07,6.52307e-06,3.7745e-06,5.0392e-08,0.00839245,0.0189609,2092.92,0,0,0,0,0
6160,6.16,1.40256,5331.59,9.53307,0.583575,5.75858e-07,6.48298e-06,3.7744e-06,4.94484e-08,0.00839224,0.0186059,2092.86,0,0,0,0,0
6170,6.17,1.39342,5331.71,9.47646,0.580008,5.65075e-07,6.44335e-06,3.77431e-06,4.85224e-08,0.00839203,0.0182575,2092.81,0,0,0,0,0
6180,6.18,1.38439,5331.83,9.42049,0.576482,5.54494e-07,6.40417e-06,3.77421e-06,4.76139e-08,0.00839182,0.0179156,2092.76,0,0,0,0,0
6190,6.19,1.37547,5331.95,9.36516,0.572996,5.44111e-07,6.36544e-06,3.77412e-06,4.67224e-08,0.00839161,0.0175802,2092.71,0,0,0,0,0
6200,6.2,1.36664,5332.07,9.31047,0.56955,5.33923e-07,6.32715e-06,3.77402e-06,4.58475e-08,0.0083914,0.017251,2092.65,0,0,0,0,0
6210,6.21,1.35792,5332.19,9.2564,0.566143,5.23926e-07,6.2893e-06,3.77393e-06,4.49891e-08,0.00839119,0.016928,2092.6,0,0,0,0,0
6220,6.22,1.3493,5332.31,9.20294,0.562775,5.14115e-07,6.25188e-06,3.77383e-06,4.41466e-08,0.00839098,0.016611,2092.55,0,0,0,0,0
6230,6.23,1.34077,5332.43,9.1501,0.559445,5.04486e-07,6.21489e-06,3.77374e-06,4.33198e-08,0.00839077,0.0162999,2092.5,0,0,0,0,0
6240,6.24,1.33234,5332.54,9.09785,0.556154,4.95036e-07,6.17832e-06,3.77364e-06,4.25084e-08,0.00839056,0.0159946,2092.44,0,0,0,0,0
6250,6.25,1.32401,5332.66,9.04621,0.5529,4.85765e-07,6.14217e-06,3.77355e-06,4.17123e-08,0.00839035,0.015695,2092.39,0,0,0,0,0
6260,6.26,1.31577,5332.78,8.99516,0.549683,4.76668e-07,6.10643e-06,3.77345e-06,4.09312e-08,0.00839014,0.0154011,2092.34,0,0,0,0,0
6270,6.27,1.30763,5332.89,8.94469,0.546503,4.67742e-07,6.0711e-06,3.77336e-06,4.01646e-08,0.00838993,0.0151127,2092.29,0,0,0,0,0
6280,6.28,1.29958,5333,8.8948,0.54336,4.58982e-07,6.03617e-06,3.77326e-06,3.94125e-08,0.00838972,0.0148297,2092.23,0,0,0,0,0
6290,6.29,1.29163,5333.12,8.84548,0.540252,4.50386e-07,6.00165e-06,3.77317e-06,3.86744e-08,0.0083895,0.014552,2092.18,0,0,0,0,0
6300,6.3,1.28376,5333.23,8.79672,0.53718,4.41952e-07,5.96752e-06,3.77307e-06,3.79501e-08,0.00838929,0.0142795,2092.13,0,0,0,0,0
6310,6.31,1.27598,5333.34,8.74852,0.534143,4.33676e-07,5.93378e-06,3.77298e-06,3.72395e-08,0.00838908,0.0140121,2092.08,0,0,0,0,0
6320,6.32,1.2683,5333.45,8.70087,0.531141,4.25555e-07,5.90042e-06,3.77288e-06,3.65422e-08,0.00838887,0.0137497,2092.02,0,0,0,0,0
6330,6.33,1.2607,5333.56,8.65376,0.528173,4.17587e-07,5.86745e-06,3.77279e-06,3.58579e-08,0.00838866,0.0134922,2091.97,0,0,0,0,0
6340,6.34,1.25319,5333.67,8.6072,0.525239,4.09768e-07,5.83485e-06,3.77269e-06,3.51865e-08,0.00838845,0.0132396,2091.92,0,0,0,0,0
6350,6.35,1.24576,5333.78,8.56116,0.522339,4.02095e-07,5.80263e-06,3.7726e-06,3.45277e-08,0.00838824,0.0129917,2091.87,0,0,0,0,0
6360,6.36,1.23842,5333.89,8.51566,0.519472,3.94567e-07,5.77077e-06,3.7725e-06,3.38812e-08,0.00838803,0.0127485,2091.81,0,0,0,0,0
6370,6.37,1.23116,5334,8.47067,0.516637,3.87178e-07,5.73928e-06,3.77241e-06,3.32468e-08,0.00838782,0.0125097,2091.76,0,0,0,0,0
6380,6.38,1.22399,5334.11,8.42619,0.513835,3.79928e-07,5.70814e-06,3.77231e-06,3.26242e-08,0.00838761,0.0122755,2091.71,0,0,0,0,0
6390,6.39,1.21689,5334.21,8.38222,0.511065,3.72812e-07,5.67737e-06,3.77222e-06,3.20131e-08,0.00838739,0.0120456,2091.66,0,0,0,0,0
6400,6.4,1.20988,5334.32,8.33875,0.508326,3.65828e-07,5.64694e-06,3.77212e-06,3.14135e-08,0.00838718,0.0118199,2091.6,0,0,0,0,0
6410,6.41,1.20295,5334.43,8.29579,0.505619,3.58978e-07,5.61686e-06,3.77203e-06,3.08252e-08,0.00838697,0.0115986,2091.55,0,0,0,0,0
6420,6.42,1.1961,5334.53,8.25331,0.502942,3.52255e-07,5.58713e-06,3.77193e-06,3.0248e-08,0.00838676,0.0113814,2091.5,0,0,0,0,0
6430,6.43,1.18932,5334.63,8.21132,0.500297,3.45658e-07,5.55773e-06,3.77184e-06,2.96815e-08,0.00838655,0.0111682,2091.44,0,0,0,0,0
6440,6.44,1.18263,5334.74,8.1698,0.497681,3.39185e-07,5.52867e-06,3.77174e-06,2.91256e-08,0.00838634,0.0109591,2091.39,0,0,0,0,0
6450,6.45,1.17601,5334.84,8.12876,0.495096,3.32833e-07,5.49995e-06,3.77165e-06,2.85802e-08,0.00838613,0.0107538,2091.34,0,0,0,0,0
6460,6.46,1.16946,5334.94,8.08819,0.492539,3.266e-07,5.47155e-06,3.77156e-06,2.8045e-08,0.00838592,0.0105525,2091.29,0,0,0,0,0
6470,6.47,1.16299,5335.05,8.04809,0.490013,3.20484e-07,5.44347e-06,3.77146e-06,2.75198e-08,0.00838571,0.0103549,2091.23,0,0,0,0,0
6480,6.48,1.1566,5335.15,8.00844,0.487515,3.14483e-07,5.41572e-06,3.77137e-06,2.70045e-08,0.0083855,0.010161,2091.18,0,0,0,0,0
6490,6.49,1.15027,5335.25,7.96925,0.485045,3.08595e-07,5.38828e-06,3.77127e-06,2.64989e-08,0.00838528,0.00997071,2091.13,0,0,0,0,0
6500,6.5,1.14402,5335.35,7.9305,0.482604,3.02817e-07,5.36116e-06,3.77118e-06,2.60027e-08,0.00838507,0.00978402,2091.08,0,0,0,0,0
6510,6.51,1.13784,5335.45,7.8922,0.480191,2.97147e-07,5.33435e-06,3.77108e-06,2.55159e-08,0.00838486,0.00960083,2091.02,0,0,0,0,0
6520,6.52,1.13174,5335.55,7.85433,0.477805,2.91583e-07,5.30784e-06,3.77099e-06,2.50381e-08,0.00838465,0.00942107,2090.97,0,0,0,0,0
6530,6.53,1.1257,5335.65,7.81689,0.475447,2.86123e-07,5.28164e-06,3.77089e-06,2.45693e-08,0.00838444,0.00924466,2090.92,0,0,0,0,0
6540,6.54,1.11973,5335.74,7.77989,0.473115,2.80765e-07,5.25573e-06,3.7708e-06,2.41092e-08,0.00838423,0.00907154,2090.87,0,0,0,0,0
6550,6.55,1.11383,5335.84,7.7433,0.47081,2.75506e-07,5.23012e-06,3.7707e-06,2.36576e-08,0.00838402,0.00890163,2090.81,0,0,0,0,0
6560,6.56,1.10799,5335.94,7.70713,0.468531,2.70345e-07,5.20481e-06,3.77061e-06,2.32145e-08,0.00838381,0.00873488,2090.76,0,0,0,0,0
6570,6.57,1.10223,5336.04,7.67137,0.466278,2.65283e-07,5.17978e-06,3.77051e-06,2.27797e-08,0.00838359,0.00857131,2090.71,0,0,0,0,0
6580,6.58,1.09652,5336.13,7.63603,0.464051,2.60315e-07,5.15504e-06,3.77042e-06,2.23531e-08,0.00838338,0.0084108,2090.66,0,0,0,0,0
6590,6.59,1.09089,5336.23,7.60108,0.46185,2.5544e-07,5.13058e-06,3.77032e-06,2.19345e-08,0.00838317,0.00825328,2090.6,0,0,0,0,0
6600,6.6,1.08532,5336.32,7.56654,0.459674,2.50656e-07,5.1064e-06,3.77023e-06,2.15237e-08,0.00838296,0.00809872,2090.55,0,0,0,0,0
6610,6.61,1.07981,5336.42,7.53239,0.457522,2.45962e-07,5.08249e-06,3.77013e-06,2.11207e-08,0.00838275,0.00794705,2090.5,0,0,0,0,0
6620,6.62,1.07436,5336.51,7.49863,0.455395,2.41356e-07,5.05886e-06,3.77004e-06,2.07251e-08,0.00838254,0.00779823,2090.44,0,0,0,0,0
6630,6.63,1.06898,5336.6,7.46526,0.453292,2.36836e-07,5.0355e-06,3.76994e-06,2.0337e-08,0.00838233,0.0076522,2090.39,0,0,0,0,0
6640,6.64,1.06366,5336.7,7.43226,0.451214,2.32401e-07,5.01241e-06,3.76985e-06,1.99562e-08,0.00838212,0.00750891,2090.34,0,0,0,0,0
6650,6.65,1.0584,5336.79,7.39965,0.449159,2.2805e-07,4.98958e-06,3.76975e-06,1.95826e-08,0.00838191,0.00736831,2090.29,0,0,0,0,0
6660,6.66,1.0532,5336.88,7.3674,0.447128,2.2378e-07,4.96701e-06,3.76966e-06,1.92159e-08,0.00838169,0.00723035,2090.23,0,0,0,0,0
6670,6.67,1.04805,5336.97,7.33553,0.445119,2.1959e-07,4.9447e-06,3.76956e-06,1.88561e-08,0.00838148,0.00709498,2090.18,0,0,0,0,0
6680,6.68,1.04297,5337.07,7.30402,0.443134,2.15479e-07,4.92264e-06,3.76947e-06,1.85031e-08,0.00838127,0.00696214,2090.13,0,0,0,0,0
6690,6.69,1.03795,5337.16,7.27286,0.441172,2.11444e-07,4.90083e-06,3.76937e-06,1.81566e-08,0.00838106,0.00683178,2090.08,0,0,0,0,0
6700,6.7,1.03298,5337.25,7.24207,0.439231,2.07484e-07,4.87928e-06,3.76928e-06,1.78166e-08,0.00838085,0.00670385,2090.02,0,0,0,0,0
6710,6.71,1.02807,5337.34,7.21162,0.437313,2.03599e-07,4.85796e-06,3.76918e-06,1.7483e-08,0.00838064,0.00657829,2089.97,0,0,0,0,0
6720,6.72,1.02322,5337.43,7.18152,0.435417,1.99785e-07,4.8369e-06,3.76908e-06,1.71555e-08,0.00838043,0.00645507,2089.92,0,0,0,0,0
6730,6.73,1.01842,5337.52,7.15176,0.433542,1.96043e-07,4.81607e-06,3.76899e-06,1.68341e-08,0.00838022,0.00633417,2089.86,0,0,0,0,0
6740,6.74,1.01367,5337.61,7.12235,0.431689,1.92372e-07,4.79548e-06,3.76889e-06,1.65189e-08,0.00838,0.00621555,2089.81,0,0,0,0,0
6750,6.75,1.00898,5337.69,7.09326,0.429857,1.88769e-07,4.77512e-06,3.7688e-06,1.62096e-08,0.00837979,0.00609915,2089.76,0,0,0,0,0
6760,6.76,1.00435,5337.78,7.06452,0.428046,1.85234e-07,4.755e-06,3.7687e-06,1.5906e-08,0.00837958,0.00598493,2089.71,0,0,0,0,0
6770,6.77,0.999762,5337.87,7.0361,0.426255,1.81765e-07,4.73511e-06,3.76861e-06,1.56081e-08,0.00837937,0.00587284,2089.65,0,0,0,0,0
6780,6.78,0.99523,5337.96,7.008,0.424485,1.78361e-07,4.71544e-06,3.76851e-06,1.53158e-08,0.00837916,0.00576286,2089.6,0,0,0,0,0
